2025-02-13 08:48:21,45.05
2025-02-13 08:48:22,45.05
2025-02-13 08:48:23,45.05
2025-02-13 08:48:24,45.5
2025-02-13 08:48:25,45.05
2025-02-13 08:48:26,45.05
2025-02-13 08:48:27,45.5
2025-02-13 08:48:28,45.5
2025-02-13 08:48:29,45.05
2025-02-13 08:48:30,45.05
2025-02-13 08:48:31,45.05
2025-02-13 08:48:32,45.05
2025-02-13 08:48:33,45.05
2025-02-13 08:48:34,45.05
2025-02-13 08:48:35,45.05
2025-02-13 08:48:36,45.05
2025-02-13 08:48:37,45.05
2025-02-13 08:48:38,45.05
2025-02-13 08:48:39,45.05
2025-02-13 08:48:40,45.05
2025-02-13 08:48:41,45.05
2025-02-13 08:48:42,45.05
2025-02-13 08:48:43,45.05
2025-02-13 08:48:44,45.05
2025-02-13 08:48:45,45.05
2025-02-13 08:48:46,45.05
2025-02-13 08:48:47,45.05
2025-02-13 08:48:48,45.05
2025-02-13 08:48:49,45.05
2025-02-13 08:48:50,45.05
2025-02-13 08:48:51,45.05
2025-02-13 08:48:52,45.05
2025-02-13 08:48:53,45.05
2025-02-13 08:48:54,45.05
2025-02-13 08:48:55,45.05
2025-02-13 08:48:56,45.05
2025-02-13 08:48:57,45.05
2025-02-13 08:48:58,45.05
2025-02-13 08:48:59,45.05
2025-02-13 08:49:00,45.05
2025-02-13 08:49:01,45.05
2025-02-13 08:49:02,45.05
2025-02-13 08:49:03,45.05
2025-02-13 08:49:04,45.05
2025-02-13 08:49:05,45.05
2025-02-13 08:49:06,45.05
2025-02-13 08:49:07,45.05
2025-02-13 08:49:08,45.05
2025-02-13 08:49:09,45.05
2025-02-13 08:49:10,45.05
2025-02-13 08:49:11,45.05
2025-02-13 08:49:12,45.05
2025-02-13 08:49:13,45.05
2025-02-13 08:49:14,45.05
2025-02-13 08:49:15,45.05
2025-02-13 08:49:16,45.05
2025-02-13 08:49:17,37.85
2025-02-13 08:49:18,38.3
2025-02-13 08:49:19,45.05
2025-02-13 08:49:20,45.05
2025-02-13 08:49:21,45.05
2025-02-13 08:49:22,45.05
2025-02-13 08:49:23,45.05
2025-02-13 08:49:24,45.05
2025-02-13 08:49:25,45.05
2025-02-13 08:49:26,45.05
2025-02-13 08:49:27,44.6
2025-02-13 08:49:28,45.05
2025-02-13 08:49:29,45.05
2025-02-13 08:49:30,44.15
2025-02-13 08:49:31,44.6
2025-02-13 08:49:32,45.05
2025-02-13 08:49:33,45.05
2025-02-13 08:49:34,45.05
2025-02-13 08:49:35,45.05
2025-02-13 08:49:36,45.05
2025-02-13 08:49:37,43.25
2025-02-13 08:49:38,45.05
2025-02-13 08:49:39,42.35
2025-02-13 08:49:40,45.05
2025-02-13 08:49:41,44.6
2025-02-13 08:49:42,45.05
2025-02-13 08:49:43,42.35
2025-02-13 08:49:44,45.05
2025-02-13 08:49:45,45.05
2025-02-13 08:49:46,45.05
2025-02-13 08:49:47,42.8
2025-02-13 08:49:48,45.05
2025-02-13 08:49:49,45.05
2025-02-13 08:49:50,45.05
2025-02-13 08:49:51,44.15
2025-02-13 08:49:52,45.05
2025-02-13 08:49:53,45.05
2025-02-13 08:49:54,45.05
2025-02-13 08:49:55,45.05
2025-02-13 08:49:56,45.05
2025-02-13 08:49:57,45.05
2025-02-13 08:49:58,45.05
2025-02-13 08:49:59,45.05
2025-02-13 08:50:00,44.6
2025-02-13 08:50:01,45.05
2025-02-13 08:50:02,45.05
2025-02-13 08:50:03,45.05
2025-02-13 08:50:04,45.05
2025-02-13 08:50:05,45.05
2025-02-13 08:50:06,43.25
2025-02-13 08:50:07,45.05
2025-02-13 08:50:08,43.25
2025-02-13 08:50:09,44.6
2025-02-13 08:50:10,42.8
2025-02-13 08:50:11,45.05
2025-02-13 08:50:12,42.8
2025-02-13 08:50:13,45.05
2025-02-13 08:50:14,43.25
2025-02-13 08:50:15,44.6
2025-02-13 08:50:16,43.7
2025-02-13 08:50:17,45.05
2025-02-13 08:50:18,41.9
2025-02-13 08:50:19,44.6
2025-02-13 08:50:20,42.8
2025-02-13 08:50:21,45.05
2025-02-13 08:50:22,41.9
2025-02-13 08:50:23,44.6
2025-02-13 08:50:24,44.15
2025-02-13 08:50:25,44.6
2025-02-13 08:50:26,43.25
2025-02-13 08:50:27,45.05
2025-02-13 08:50:28,44.15
2025-02-13 08:50:29,45.05
2025-02-13 08:50:30,42.8
2025-02-13 08:50:31,45.05
2025-02-13 08:50:32,42.35
2025-02-13 08:50:33,45.05
2025-02-13 08:50:34,42.35
2025-02-13 08:50:35,45.5
2025-02-13 08:50:36,44.6
2025-02-13 08:50:37,45.05
2025-02-13 08:50:38,41.9
2025-02-13 08:50:39,45.05
2025-02-13 08:50:40,41.45
2025-02-13 08:50:41,45.05
2025-02-13 08:50:42,45.05
2025-02-13 08:50:43,45.5
2025-02-13 08:50:44,44.6
2025-02-13 08:50:45,45.05
2025-02-13 08:50:46,41.9
2025-02-13 08:50:47,45.5
2025-02-13 08:50:48,44.6
2025-02-13 08:50:49,45.05
2025-02-13 08:50:50,41.9
2025-02-13 08:50:51,45.05
2025-02-13 08:50:52,45.05
2025-02-13 08:50:53,45.05
2025-02-13 08:50:54,45.5
2025-02-13 08:50:55,45.05
2025-02-13 08:50:56,43.7
2025-02-13 08:50:57,45.05
2025-02-13 08:50:58,45.5
2025-02-13 08:50:59,45.5
2025-02-13 08:51:00,45.05
2025-02-13 08:51:01,45.5
2025-02-13 08:51:02,45.5
2025-02-13 08:51:03,45.5
2025-02-13 08:51:04,45.5
2025-02-13 08:51:05,45.5
2025-02-13 08:51:06,41.45
2025-02-13 08:51:07,45.5
2025-02-13 08:51:08,45.5
2025-02-13 08:51:09,45.05
2025-02-13 08:51:10,45.5
2025-02-13 08:51:11,45.05
2025-02-13 08:51:12,45.05
2025-02-13 08:51:13,45.5
2025-02-13 08:51:14,45.05
2025-02-13 08:51:15,45.05
2025-02-13 08:51:16,45.05
2025-02-13 08:51:17,40.55
2025-02-13 08:51:18,44.6
2025-02-13 08:51:19,45.05
2025-02-13 08:51:20,44.15
2025-02-13 08:51:21,45.5
2025-02-13 08:51:22,45.05
2025-02-13 08:51:23,45.5
2025-02-13 08:51:24,45.5
2025-02-13 08:51:25,45.05
2025-02-13 08:51:26,45.5
2025-02-13 08:51:27,45.5
2025-02-13 08:51:28,40.55
2025-02-13 08:51:29,45.5
2025-02-13 08:51:30,45.5
2025-02-13 08:51:31,45.5
2025-02-13 08:51:32,44.6
2025-02-13 08:51:33,45.5
2025-02-13 08:51:34,45.5
2025-02-13 08:51:35,45.5
2025-02-13 08:51:36,44.15
2025-02-13 08:51:37,45.5
2025-02-13 08:51:38,37.85
2025-02-13 08:51:39,45.05
2025-02-13 08:51:40,45.05
2025-02-13 08:51:41,45.5
2025-02-13 08:51:42,41.9
2025-02-13 08:51:43,45.05
2025-02-13 08:51:44,45.5
2025-02-13 08:51:45,45.05
2025-02-13 08:51:46,45.5
2025-02-13 08:51:47,45.5
2025-02-13 08:51:48,43.7
2025-02-13 08:51:49,45.5
2025-02-13 08:51:50,45.05
2025-02-13 08:51:51,45.05
2025-02-13 08:51:52,45.05
2025-02-13 08:51:53,45.5
2025-02-13 08:51:54,45.5
2025-02-13 08:51:55,45.05
2025-02-13 08:51:56,45.5
2025-02-13 08:51:57,45.5
2025-02-13 08:51:58,45.5
2025-02-13 08:51:59,45.5
2025-02-13 08:52:00,45.5
2025-02-13 08:52:01,45.5
2025-02-13 08:52:02,45.5
2025-02-13 08:52:03,45.5
2025-02-13 08:52:04,45.5
2025-02-13 08:52:05,45.05
2025-02-13 08:52:06,45.5
2025-02-13 08:52:07,45.5
2025-02-13 08:52:08,45.5
2025-02-13 08:52:09,45.5
2025-02-13 08:52:10,45.5
2025-02-13 08:52:11,45.5
2025-02-13 08:52:12,45.5
2025-02-13 08:52:13,45.5
2025-02-13 08:52:14,45.5
2025-02-13 08:52:15,45.5
2025-02-13 08:52:16,45.5
2025-02-13 08:52:17,45.5
2025-02-13 08:52:18,45.5
2025-02-13 08:52:19,45.5
2025-02-13 08:52:20,45.5
2025-02-13 08:52:21,45.5
2025-02-13 08:52:22,45.5
2025-02-13 08:52:23,45.5
2025-02-13 08:52:24,45.5
2025-02-13 08:52:25,45.5
2025-02-13 08:52:26,45.5
2025-02-13 08:52:27,45.05
2025-02-13 08:52:28,45.5
2025-02-13 08:52:29,45.05
2025-02-13 08:52:30,45.5
2025-02-13 08:52:31,45.5
2025-02-13 08:52:32,45.5
2025-02-13 08:52:33,45.5
2025-02-13 08:52:34,45.05
2025-02-13 08:52:35,45.05
2025-02-13 08:52:36,45.05
2025-02-13 08:52:37,45.05
2025-02-13 08:52:38,45.05
2025-02-13 08:52:39,45.05
2025-02-13 08:52:40,45.5
2025-02-13 08:52:41,45.05
2025-02-13 08:52:42,45.5
2025-02-13 08:52:43,45.05
2025-02-13 08:52:44,45.05
2025-02-13 08:52:45,45.05
2025-02-13 08:52:46,45.5
2025-02-13 08:52:47,45.05
2025-02-13 08:52:48,45.5
2025-02-13 08:52:49,45.5
2025-02-13 08:52:50,45.05
2025-02-13 08:52:51,45.5
2025-02-13 08:52:52,45.05
2025-02-13 08:52:53,45.05
2025-02-13 08:52:54,45.05
2025-02-13 08:52:55,45.05
2025-02-13 08:52:56,45.05
2025-02-13 08:52:57,45.05
2025-02-13 08:52:58,45.05
2025-02-13 08:52:59,45.05
2025-02-13 08:53:00,44.6
2025-02-13 08:53:01,45.05
2025-02-13 08:53:02,45.05
2025-02-13 08:53:03,45.05
2025-02-13 08:53:04,45.05
2025-02-13 08:53:05,45.5
2025-02-13 08:53:06,45.5
2025-02-13 08:53:07,45.05
2025-02-13 08:53:08,45.5
2025-02-13 08:53:09,45.5
2025-02-13 08:53:10,45.05
2025-02-13 08:53:11,45.5
2025-02-13 08:53:12,45.5
2025-02-13 08:53:13,45.5
2025-02-13 08:53:14,45.05
2025-02-13 08:53:15,45.5
2025-02-13 08:53:16,45.05
2025-02-13 08:53:17,45.05
2025-02-13 08:53:18,45.5
2025-02-13 08:53:19,45.05
2025-02-13 08:53:20,45.5
2025-02-13 08:53:21,45.5
2025-02-13 08:53:22,45.5
2025-02-13 08:53:23,45.5
2025-02-13 08:53:24,45.5
2025-02-13 08:53:25,45.05
2025-02-13 08:53:26,45.5
2025-02-13 08:53:27,45.05
2025-02-13 08:53:28,45.05
2025-02-13 08:53:29,45.05
2025-02-13 08:53:30,45.5
2025-02-13 08:53:31,45.5
2025-02-13 08:53:32,45.05
2025-02-13 08:53:33,45.05
2025-02-13 08:53:34,45.5
2025-02-13 08:53:35,45.05
2025-02-13 08:53:36,45.5
2025-02-13 08:53:37,45.05
2025-02-13 08:53:38,45.05
2025-02-13 08:53:39,45.05
2025-02-13 08:53:40,45.05
2025-02-13 08:53:41,45.05
2025-02-13 08:53:42,45.05
2025-02-13 08:53:43,45.05
2025-02-13 08:53:44,45.05
2025-02-13 08:53:45,45.05
2025-02-13 08:53:46,45.05
2025-02-13 08:53:47,45.05
2025-02-13 08:53:48,45.5
2025-02-13 08:53:49,45.05
2025-02-13 08:53:50,45.05
2025-02-13 08:53:51,45.05
2025-02-13 08:53:52,45.05
2025-02-13 08:53:53,45.05
